Sector,Cumulative_Return
Metal,1.6222064206532396
Pharma,1.0813304518569207
FinServ,0.9546256130103394
Auto,0.9087576481934604
Energy,0.8879327653447051
Realty,0.777551349154178
Banking,0.5260792078992872
FMCG,0.3728800738387379
IT,0.2336512705388873
Media,-0.013455648137024254
